,AudioMothCode,AudioMothID,SourceFile,Directory,FileName,FileSize,Encoding,NumChannels,SampleRate,AvgBytesPerSec,BitsPerSample,StartDateTime,Duration,Error,Comment,Artist,FileCreateDate,FileType,FileTypeExtension,MIMEType
72491,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190628_025000.WAV,GRABADOR-SDZG-AM-7,20190628_025000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,28.06.2019 02:50,60.00046875,,Recorded at 02:50:00 28/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.0V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 11:21:21-08:00,WAV,WAV,audio/x-wav
70765,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190616_031000.WAV,GRABADOR-SDZG-AM-7,20190616_031000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,16.06.2019 03:10,60.00046875,,Recorded at 03:10:00 16/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.4V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 10:27:30-08:00,WAV,WAV,audio/x-wav
70482,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190614_040000.WAV,GRABADOR-SDZG-AM-7,20190614_040000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,14.06.2019 04:00,60.00046875,,Recorded at 04:00:00 14/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.4V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 10:18:44-08:00,WAV,WAV,audio/x-wav
70634,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190615_052000.WAV,GRABADOR-SDZG-AM-7,20190615_052000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,15.06.2019 05:20,60.00046875,,Recorded at 05:20:00 15/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.4V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 10:23:27-08:00,WAV,WAV,audio/x-wav
73377,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190704_063000.WAV,GRABADOR-SDZG-AM-7,20190704_063000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,04.07.2019 06:30,60.00046875,,Recorded at 06:30:00 04/07/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 3.6V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 11:49:08-08:00,WAV,WAV,audio/x-wav
72228,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190626_070000.WAV,GRABADOR-SDZG-AM-7,20190626_070000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,26.06.2019 07:00,60.00046875,,Recorded at 07:00:00 26/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.1V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 11:13:09-08:00,WAV,WAV,audio/x-wav
73389,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190704_083000.WAV,GRABADOR-SDZG-AM-7,20190704_083000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,04.07.2019 08:30,60.00046875,,Recorded at 08:30:00 04/07/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 3.6V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 11:49:30-08:00,WAV,WAV,audio/x-wav
72533,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190628_095000.WAV,GRABADOR-SDZG-AM-7,20190628_095000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,28.06.2019 09:50,60.00046875,,Recorded at 09:50:00 28/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.0V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 11:22:39-08:00,WAV,WAV,audio/x-wav
71385,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190620_103000.WAV,GRABADOR-SDZG-AM-7,20190620_103000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,20.06.2019 10:30,60.00046875,,Recorded at 10:30:00 20/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.2V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 10:46:50-08:00,WAV,WAV,audio/x-wav
72399,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190627_113000.WAV,GRABADOR-SDZG-AM-7,20190627_113000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,27.06.2019 11:30,60.00046875,,Recorded at 11:30:00 27/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.0V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 11:18:30-08:00,WAV,WAV,audio/x-wav
73410,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190704_120000.WAV,GRABADOR-SDZG-AM-7,20190704_120000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,04.07.2019 12:00,60.00046875,,Recorded at 12:00:00 04/07/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 3.6V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 11:50:10-08:00,WAV,WAV,audio/x-wav
71980,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190624_134000.WAV,GRABADOR-SDZG-AM-7,20190624_134000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,24.06.2019 13:40,60.00046875,,Recorded at 13:40:00 24/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.1V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 11:05:25-08:00,WAV,WAV,audio/x-wav
72272,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190626_142000.WAV,GRABADOR-SDZG-AM-7,20190626_142000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,26.06.2019 14:20,60.00046875,,Recorded at 14:20:00 26/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.0V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 11:14:32-08:00,WAV,WAV,audio/x-wav
71128,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190618_154000.WAV,GRABADOR-SDZG-AM-7,20190618_154000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,18.06.2019 15:40,60.00046875,,Recorded at 15:40:00 18/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.3V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 10:38:48-08:00,WAV,WAV,audio/x-wav
70122,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190611_160000.WAV,GRABADOR-SDZG-AM-7,20190611_160000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,11.06.2019 16:00,60.00046875,,Recorded at 16:00:00 11/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.7V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 10:07:37-08:00,WAV,WAV,audio/x-wav
73157,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190702_175000.WAV,GRABADOR-SDZG-AM-7,20190702_175000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,02.07.2019 17:50,60.00046875,,Recorded at 17:50:00 02/07/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 3.7V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 11:42:14-08:00,WAV,WAV,audio/x-wav
73306,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190703_184000.WAV,GRABADOR-SDZG-AM-7,20190703_184000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,03.07.2019 18:40,60.00046875,,Recorded at 18:40:00 03/07/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 3.6V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 11:46:55-08:00,WAV,WAV,audio/x-wav
72013,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190624_191000.WAV,GRABADOR-SDZG-AM-7,20190624_191000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,24.06.2019 19:10,60.00046875,,Recorded at 19:10:00 24/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.1V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 11:06:26-08:00,WAV,WAV,audio/x-wav
71158,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190618_204000.WAV,GRABADOR-SDZG-AM-7,20190618_204000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,18.06.2019 20:40,60.00046875,,Recorded at 20:40:00 18/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.3V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 10:39:45-08:00,WAV,WAV,audio/x-wav
71880,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190623_210000.WAV,GRABADOR-SDZG-AM-7,20190623_210000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,23.06.2019 21:00,60.00046875,,Recorded at 21:00:00 23/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.1V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 11:02:18-08:00,WAV,WAV,audio/x-wav
70882,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190616_224000.WAV,GRABADOR-SDZG-AM-7,20190616_224000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,16.06.2019 22:40,60.00046875,,Recorded at 22:40:00 16/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.3V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 10:31:07-08:00,WAV,WAV,audio/x-wav
71753,AM-7,24CE97025B2BF1F6,GRABADOR-SDZG-AM-7/20190622_235000.WAV,GRABADOR-SDZG-AM-7,20190622_235000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22.06.2019 23:50,60.00046875,,Recorded at 23:50:00 22/06/2019 (UTC) by AudioMoth 24CE97025B2BF1F6 at gain setting 2 while battery state was 4.1V.,AudioMoth 24CE97025B2BF1F6,2019:12:17 10:58:19-08:00,WAV,WAV,audio/x-wav
74605,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190617_005000.WAV,GRABADOR-SDZG-AM-8,20190617_005000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,17.06.2019 00:50,60.00046875,,Recorded at 00:50:00 17/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F055B2BF156,2019:12:19 13:34:26-08:00,WAV,WAV,audio/x-wav
75760,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190625_012000.WAV,GRABADOR-SDZG-AM-8,20190625_012000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,25.06.2019 01:20,60.00046875,,Recorded at 01:20:00 25/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.0V.,AudioMoth 243B1F055B2BF156,2019:12:19 14:10:37-08:00,WAV,WAV,audio/x-wav
76484,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190630_021000.WAV,GRABADOR-SDZG-AM-8,20190630_021000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,30.06.2019 02:10,60.00046875,,Recorded at 02:10:00 30/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 3.6V.,AudioMoth 243B1F055B2BF156,2019:12:19 14:33:03-08:00,WAV,WAV,audio/x-wav
75342,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190622_034000.WAV,GRABADOR-SDZG-AM-8,20190622_034000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22.06.2019 03:40,60.00046875,,Recorded at 03:40:00 22/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BF156,2019:12:19 13:57:29-08:00,WAV,WAV,audio/x-wav
75058,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190620_042000.WAV,GRABADOR-SDZG-AM-8,20190620_042000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,20.06.2019 04:20,60.00046875,,Recorded at 04:20:00 20/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.2V.,AudioMoth 243B1F055B2BF156,2019:12:19 13:48:35-08:00,WAV,WAV,audio/x-wav
75350,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190622_050000.WAV,GRABADOR-SDZG-AM-8,20190622_050000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22.06.2019 05:00,60.00046875,,Recorded at 05:00:00 22/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BF156,2019:12:19 13:57:44-08:00,WAV,WAV,audio/x-wav
76080,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190627_064000.WAV,GRABADOR-SDZG-AM-8,20190627_064000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,27.06.2019 06:40,60.00046875,,Recorded at 06:40:00 27/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 3.9V.,AudioMoth 243B1F055B2BF156,2019:12:19 14:20:42-08:00,WAV,WAV,audio/x-wav
75220,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190621_072000.WAV,GRABADOR-SDZG-AM-8,20190621_072000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21.06.2019 07:20,60.00046875,,Recorded at 07:20:00 21/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BF156,2019:12:19 13:53:40-08:00,WAV,WAV,audio/x-wav
75948,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190626_084000.WAV,GRABADOR-SDZG-AM-8,20190626_084000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,26.06.2019 08:40,60.00046875,,Recorded at 08:40:00 26/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 3.9V.,AudioMoth 243B1F055B2BF156,2019:12:19 14:16:33-08:00,WAV,WAV,audio/x-wav
76242,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190628_094000.WAV,GRABADOR-SDZG-AM-8,20190628_094000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,28.06.2019 09:40,60.00046875,,Recorded at 09:40:00 28/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 3.8V.,AudioMoth 243B1F055B2BF156,2019:12:19 14:25:49-08:00,WAV,WAV,audio/x-wav
75957,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190626_101000.WAV,GRABADOR-SDZG-AM-8,20190626_101000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,26.06.2019 10:10,60.00046875,,Recorded at 10:10:00 26/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 3.9V.,AudioMoth 243B1F055B2BF156,2019:12:19 14:16:50-08:00,WAV,WAV,audio/x-wav
74378,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190615_110000.WAV,GRABADOR-SDZG-AM-8,20190615_110000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,15.06.2019 11:00,60.00046875,,Recorded at 11:00:00 15/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.4V.,AudioMoth 243B1F055B2BF156,2019:12:19 13:27:20-08:00,WAV,WAV,audio/x-wav
74821,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190618_125000.WAV,GRABADOR-SDZG-AM-8,20190618_125000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,18.06.2019 12:50,60.00046875,,Recorded at 12:50:00 18/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F055B2BF156,2019:12:19 13:41:11-08:00,WAV,WAV,audio/x-wav
76119,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190627_131000.WAV,GRABADOR-SDZG-AM-8,20190627_131000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,27.06.2019 13:10,60.00046875,,Recorded at 13:10:00 27/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 3.9V.,AudioMoth 243B1F055B2BF156,2019:12:19 14:21:56-08:00,WAV,WAV,audio/x-wav
74543,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190616_143000.WAV,GRABADOR-SDZG-AM-8,20190616_143000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,16.06.2019 14:30,60.00046875,,Recorded at 14:30:00 16/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F055B2BF156,2019:12:19 13:32:29-08:00,WAV,WAV,audio/x-wav
73971,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190612_151000.WAV,GRABADOR-SDZG-AM-8,20190612_151000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,12.06.2019 15:10,60.00046875,,Recorded at 15:10:00 12/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.6V.,AudioMoth 243B1F055B2BF156,2019:12:19 13:14:39-08:00,WAV,WAV,audio/x-wav
73981,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190612_165000.WAV,GRABADOR-SDZG-AM-8,20190612_165000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,12.06.2019 16:50,60.00046875,,Recorded at 16:50:00 12/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.5V.,AudioMoth 243B1F055B2BF156,2019:12:19 13:14:58-08:00,WAV,WAV,audio/x-wav
75854,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190625_170000.WAV,GRABADOR-SDZG-AM-8,20190625_170000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,25.06.2019 17:00,60.00046875,,Recorded at 17:00:00 25/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.0V.,AudioMoth 243B1F055B2BF156,2019:12:19 14:13:35-08:00,WAV,WAV,audio/x-wav
76292,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190628_180000.WAV,GRABADOR-SDZG-AM-8,20190628_180000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,28.06.2019 18:00,60.00046875,,Recorded at 18:00:00 28/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 3.7V.,AudioMoth 243B1F055B2BF156,2019:12:19 14:27:23-08:00,WAV,WAV,audio/x-wav
73850,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190611_190000.WAV,GRABADOR-SDZG-AM-8,20190611_190000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,11.06.2019 19:00,60.00046875,,Recorded at 19:00:00 11/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.7V.,AudioMoth 243B1F055B2BF156,2019:12:19 13:10:53-08:00,WAV,WAV,audio/x-wav
74146,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190613_202000.WAV,GRABADOR-SDZG-AM-8,20190613_202000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,13.06.2019 20:20,60.00046875,,Recorded at 20:20:00 13/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.5V.,AudioMoth 243B1F055B2BF156,2019:12:19 13:20:05-08:00,WAV,WAV,audio/x-wav
74587,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190616_215000.WAV,GRABADOR-SDZG-AM-8,20190616_215000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,16.06.2019 21:50,60.00046875,,Recorded at 21:50:00 16/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F055B2BF156,2019:12:19 13:33:53-08:00,WAV,WAV,audio/x-wav
75168,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190620_224000.WAV,GRABADOR-SDZG-AM-8,20190620_224000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,20.06.2019 22:40,60.00046875,,Recorded at 22:40:00 20/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BF156,2019:12:19 13:52:03-08:00,WAV,WAV,audio/x-wav
74165,AM-8,243B1F055B2BF156,GRABADOR-SDZG-AM-8/20190613_233000.WAV,GRABADOR-SDZG-AM-8,20190613_233000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,13.06.2019 23:30,60.00046875,,Recorded at 23:30:00 13/06/2019 (UTC) by AudioMoth 243B1F055B2BF156 at gain setting 2 while battery state was 4.5V.,AudioMoth 243B1F055B2BF156,2019:12:19 13:20:41-08:00,WAV,WAV,audio/x-wav
76917,AM-9,243B1F055B2BF17E,GRABADOR-SDZG-AM-9/20190613_002000.WAV,GRABADOR-SDZG-AM-9,20190613_002000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,13.06.2019 00:20,60.00046875,,Recorded at 00:20:00 13/06/2019 (UTC) by AudioMoth 243B1F055B2BF17E at gain setting 2 while battery state was 4.4V.,AudioMoth 243B1F055B2BF17E,2019:12:20 05:08:08-08:00,WAV,WAV,audio/x-wav
77355,AM-9,243B1F055B2BF17E,GRABADOR-SDZG-AM-9/20190616_012000.WAV,GRABADOR-SDZG-AM-9,20190616_012000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,16.06.2019 01:20,60.00046875,,Recorded at 01:20:00 16/06/2019 (UTC) by AudioMoth 243B1F055B2BF17E at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F055B2BF17E,2019:12:20 05:21:53-08:00,WAV,WAV,audio/x-wav
78944,AM-9,243B1F055B2BF17E,GRABADOR-SDZG-AM-9/20190627_021000.WAV,GRABADOR-SDZG-AM-9,20190627_021000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,27.06.2019 02:10,60.00046875,,Recorded at 02:10:00 27/06/2019 (UTC) by AudioMoth 243B1F055B2BF17E at gain setting 2 while battery state was 3.8V.,AudioMoth 243B1F055B2BF17E,2019:12:20 06:11:56-08:00,WAV,WAV,audio/x-wav
78377,AM-9,243B1F055B2BF17E,GRABADOR-SDZG-AM-9/20190623_034000.WAV,GRABADOR-SDZG-AM-9,20190623_034000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,23.06.2019 03:40,60.00046875,,Recorded at 03:40:00 23/06/2019 (UTC) by AudioMoth 243B1F055B2BF17E at gain setting 2 while battery state was 4.0V.,AudioMoth 243B1F055B2BF17E,2019:12:20 05:54:04-08:00,WAV,WAV,audio/x-wav
79392,AM-9,243B1F055B2BF17E,GRABADOR-SDZG-AM-9/20190630_045000.WAV,GRABADOR-SDZG-AM-9,20190630_045000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,30.06.2019 04:50,60.00046875,,Recorded at 04:50:00 30/06/2019 (UTC) by AudioMoth 243B1F055B2BF17E at gain setting 2 while battery state was 3.6V.,AudioMoth 243B1F055B2BF17E,2019:12:20 06:25:08-08:00,WAV,WAV,audio/x-wav
77811,AM-9,243B1F055B2BF17E,GRABADOR-SDZG-AM-9/20190619_052000.WAV,GRABADOR-SDZG-AM-9,20190619_052000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,19.06.2019 05:20,60.00046875,,Recorded at 05:20:00 19/06/2019 (UTC) by AudioMoth 243B1F055B2BF17E at gain setting 2 while battery state was 4.2V.,AudioMoth 243B1F055B2BF17E,2019:12:20 05:36:13-08:00,WAV,WAV,audio/x-wav
78247,AM-9,243B1F055B2BF17E,GRABADOR-SDZG-AM-9/20190622_060000.WAV,GRABADOR-SDZG-AM-9,20190622_060000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22.06.2019 06:00,60.00046875,,Recorded at 06:00:00 22/06/2019 (UTC) by AudioMoth 243B1F055B2BF17E at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BF17E,2019:12:20 05:50:00-08:00,WAV,WAV,audio/x-wav
77537,AM-9,243B1F055B2BF17E,GRABADOR-SDZG-AM-9/20190617_074000.WAV,GRABADOR-SDZG-AM-9,20190617_074000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,17.06.2019 07:40,60.00046875,,Recorded at 07:40:00 17/06/2019 (UTC) by AudioMoth 243B1F055B2BF17E at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F055B2BF17E,2019:12:20 05:27:37-08:00,WAV,WAV,audio/x-wav
77397,AM-9,243B1F055B2BF17E,GRABADOR-SDZG-AM-9/20190616_082000.WAV,GRABADOR-SDZG-AM-9,20190616_082000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,16.06.2019 08:20,60.00046875,,Recorded at 08:20:00 16/06/2019 (UTC) by AudioMoth 243B1F055B2BF17E at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F055B2BF17E,2019:12:20 05:23:13-08:00,WAV,WAV,audio/x-wav
76682,AM-9,243B1F055B2BF17E,GRABADOR-SDZG-AM-9/20190611_091000.WAV,GRABADOR-SDZG-AM-9,20190611_091000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,11.06.2019 09:10,60.00046875,,Recorded at 09:10:00 11/06/2019 (UTC) by AudioMoth 243B1F055B2BF17E at gain setting 2 while battery state was 4.7V.,AudioMoth 243B1F055B2BF17E,2019:12:20 05:00:49-08:00,WAV,WAV,audio/x-wav
77268,AM-9,243B1F055B2BF17E,GRABADOR-SDZG-AM-9/20190615_105000.WAV,GRABADOR-SDZG-AM-9,20190615_105000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,15.06.2019 10:50,60.00046875,,Recorded at 10:50:00 15/06/2019 (UTC) by AudioMoth 243B1F055B2BF17E at gain setting 2 while battery state was 4.4V.,AudioMoth 243B1F055B2BF17E,2019:12:20 05:19:09-08:00,WAV,WAV,audio/x-wav
78997,AM-9,243B1F055B2BF17E,GRABADOR-SDZG-AM-9/20190627_110000.WAV,GRABADOR-SDZG-AM-9,20190627_110000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,27.06.2019 11:00,60.00046875,,Recorded at 11:00:00 27/06/2019 (UTC) by AudioMoth 243B1F055B2BF17E at gain setting 2 while battery state was 3.8V.,AudioMoth 243B1F055B2BF17E,2019:12:20 06:13:37-08:00,WAV,WAV,audio/x-wav
