,AudioMothCode,AudioMothID,SourceFile,Directory,FileName,FileSize,Encoding,NumChannels,SampleRate,AvgBytesPerSec,BitsPerSample,StartDateTime,Duration,Error,Comment,Artist,FileCreateDate,FileType,FileTypeExtension,MIMEType
778,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190622_003000.WAV,GRABADOR-SDZG-AM-1,20190622_003000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22.06.2019 00:30,60.00046875,,Recorded at 00:30:00 22/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:37:29-08:00,WAV,WAV,audio/x-wav
64,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190617_013000.WAV,GRABADOR-SDZG-AM-1,20190617_013000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,17.06.2019 01:30,60.00046875,,Recorded at 01:30:00 17/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.6V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:15:08-08:00,WAV,WAV,audio/x-wav
1656,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190628_025000.WAV,GRABADOR-SDZG-AM-1,20190628_025000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,28.06.2019 02:50,60.00046875,,Recorded at 02:50:00 28/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.0V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:05:05-08:00,WAV,WAV,audio/x-wav
2669,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190705_034000.WAV,GRABADOR-SDZG-AM-1,20190705_034000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,05.07.2019 03:40,60.00046875,,Recorded at 03:40:00 05/07/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.6V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:36:59-08:00,WAV,WAV,audio/x-wav
1380,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190626_045000.WAV,GRABADOR-SDZG-AM-1,20190626_045000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,26.06.2019 04:50,60.00046875,,Recorded at 04:50:00 26/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:56:26-08:00,WAV,WAV,audio/x-wav
1959,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190630_052000.WAV,GRABADOR-SDZG-AM-1,20190630_052000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,30.06.2019 05:20,60.00046875,,Recorded at 05:20:00 30/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.9V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:14:37-08:00,WAV,WAV,audio/x-wav
1245,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190625_062000.WAV,GRABADOR-SDZG-AM-1,20190625_062000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,25.06.2019 06:20,60.00046875,,Recorded at 06:20:00 25/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:52:11-08:00,WAV,WAV,audio/x-wav
241,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190618_070000.WAV,GRABADOR-SDZG-AM-1,20190618_070000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,18.06.2019 07:00,60.00046875,,Recorded at 07:00:00 18/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.4V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:20:38-08:00,WAV,WAV,audio/x-wav
1544,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190627_081000.WAV,GRABADOR-SDZG-AM-1,20190627_081000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,27.06.2019 08:10,60.00046875,,Recorded at 08:10:00 27/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.0V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:01:36-08:00,WAV,WAV,audio/x-wav
546,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190620_095000.WAV,GRABADOR-SDZG-AM-1,20190620_095000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,20.06.2019 09:50,60.00046875,,Recorded at 09:50:00 20/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:30:15-08:00,WAV,WAV,audio/x-wav
264,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190618_105000.WAV,GRABADOR-SDZG-AM-1,20190618_105000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,18.06.2019 10:50,60.00046875,,Recorded at 10:50:00 18/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.4V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:21:21-08:00,WAV,WAV,audio/x-wav
1133,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190624_114000.WAV,GRABADOR-SDZG-AM-1,20190624_114000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,24.06.2019 11:40,60.00046875,,Recorded at 11:40:00 24/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:48:38-08:00,WAV,WAV,audio/x-wav
560,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190620_121000.WAV,GRABADOR-SDZG-AM-1,20190620_121000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,20.06.2019 12:10,60.00046875,,Recorded at 12:10:00 20/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:30:41-08:00,WAV,WAV,audio/x-wav
2010,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190630_135000.WAV,GRABADOR-SDZG-AM-1,20190630_135000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,30.06.2019 13:50,60.00046875,,Recorded at 13:50:00 30/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.9V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:16:12-08:00,WAV,WAV,audio/x-wav
861,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190622_142000.WAV,GRABADOR-SDZG-AM-1,20190622_142000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22.06.2019 14:20,60.00046875,,Recorded at 14:20:00 22/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.2V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:40:04-08:00,WAV,WAV,audio/x-wav
2738,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190705_153000.WAV,GRABADOR-SDZG-AM-1,20190705_153000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,05.07.2019 15:30,60.00046875,,Recorded at 15:30:00 05/07/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.6V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:37:40-08:00,WAV,WAV,audio/x-wav
2311,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190702_160000.WAV,GRABADOR-SDZG-AM-1,20190702_160000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,02.07.2019 16:00,60.00046875,,Recorded at 16:00:00 02/07/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.8V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:25:42-08:00,WAV,WAV,audio/x-wav
2605,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190704_170000.WAV,GRABADOR-SDZG-AM-1,20190704_170000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,04.07.2019 17:00,60.00046875,,Recorded at 17:00:00 04/07/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.6V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:35:00-08:00,WAV,WAV,audio/x-wav
596,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190620_181000.WAV,GRABADOR-SDZG-AM-1,20190620_181000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,20.06.2019 18:10,60.00046875,,Recorded at 18:10:00 20/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:31:48-08:00,WAV,WAV,audio/x-wav
2329,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190702_190000.WAV,GRABADOR-SDZG-AM-1,20190702_190000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,02.07.2019 19:00,60.00046875,,Recorded at 19:00:00 02/07/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.8V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:26:16-08:00,WAV,WAV,audio/x-wav
754,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190621_203000.WAV,GRABADOR-SDZG-AM-1,20190621_203000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21.06.2019 20:30,60.00046875,,Recorded at 20:30:00 21/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:36:44-08:00,WAV,WAV,audio/x-wav
2201,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190701_214000.WAV,GRABADOR-SDZG-AM-1,20190701_214000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,01.07.2019 21:40,60.00046875,,Recorded at 21:40:00 01/07/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.9V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:22:14-08:00,WAV,WAV,audio/x-wav
2061,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190630_222000.WAV,GRABADOR-SDZG-AM-1,20190630_222000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,30.06.2019 22:20,60.00046875,,Recorded at 22:20:00 30/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.9V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:17:49-08:00,WAV,WAV,audio/x-wav
1348,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190625_233000.WAV,GRABADOR-SDZG-AM-1,20190625_233000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,25.06.2019 23:30,60.00046875,,Recorded at 23:30:00 25/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:55:26-08:00,WAV,WAV,audio/x-wav
22710,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190622_003000.WAV,GRABADOR-SDZG-AM-2,20190622_003000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22.06.2019 00:30,60.00046875,,Recorded at 00:30:00 22/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.2V.,AudioMoth 248C7D075B2BF148,2019:12:08 05:56:34-08:00,WAV,WAV,audio/x-wav
22714,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190622_011000.WAV,GRABADOR-SDZG-AM-2,20190622_011000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22.06.2019 01:10,60.00046875,,Recorded at 01:10:00 22/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.2V.,AudioMoth 248C7D075B2BF148,2019:12:08 05:56:55-08:00,WAV,WAV,audio/x-wav
24303,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190703_020000.WAV,GRABADOR-SDZG-AM-2,20190703_020000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,03.07.2019 02:00,60.00046875,,Recorded at 02:00:00 03/07/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 3.7V.,AudioMoth 248C7D075B2BF148,2019:12:08 08:14:16-08:00,WAV,WAV,audio/x-wav
24314,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190703_035000.WAV,GRABADOR-SDZG-AM-2,20190703_035000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,03.07.2019 03:50,60.00046875,,Recorded at 03:50:00 03/07/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 3.7V.,AudioMoth 248C7D075B2BF148,2019:12:08 08:15:13-08:00,WAV,WAV,audio/x-wav
24462,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190704_043000.WAV,GRABADOR-SDZG-AM-2,20190704_043000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,04.07.2019 04:30,60.00046875,,Recorded at 04:30:00 04/07/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 3.6V.,AudioMoth 248C7D075B2BF148,2019:12:08 08:27:30-08:00,WAV,WAV,audio/x-wav
24597,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190705_050000.WAV,GRABADOR-SDZG-AM-2,20190705_050000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,05.07.2019 05:00,60.00046875,,Recorded at 05:00:00 05/07/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 3.6V.,AudioMoth 248C7D075B2BF148,2019:12:08 08:33:49-08:00,WAV,WAV,audio/x-wav
23755,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190629_064000.WAV,GRABADOR-SDZG-AM-2,20190629_064000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,29.06.2019 06:40,60.00046875,,Recorded at 06:40:00 29/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.0V.,AudioMoth 248C7D075B2BF148,2019:12:08 07:26:53-08:00,WAV,WAV,audio/x-wav
22751,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190622_072000.WAV,GRABADOR-SDZG-AM-2,20190622_072000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22.06.2019 07:20,60.00046875,,Recorded at 07:20:00 22/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.2V.,AudioMoth 248C7D075B2BF148,2019:12:08 06:00:07-08:00,WAV,WAV,audio/x-wav
23624,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190628_085000.WAV,GRABADOR-SDZG-AM-2,20190628_085000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,28.06.2019 08:50,60.00046875,,Recorded at 08:50:00 28/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.0V.,AudioMoth 248C7D075B2BF148,2019:12:08 07:15:33-08:00,WAV,WAV,audio/x-wav
23196,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190625_093000.WAV,GRABADOR-SDZG-AM-2,20190625_093000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,25.06.2019 09:30,60.00046875,,Recorded at 09:30:00 25/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.1V.,AudioMoth 248C7D075B2BF148,2019:12:08 06:38:33-08:00,WAV,WAV,audio/x-wav
21907,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190616_104000.WAV,GRABADOR-SDZG-AM-2,20190616_104000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,16.06.2019 10:40,60.00046875,,Recorded at 10:40:00 16/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.5V.,AudioMoth 248C7D075B2BF148,2019:12:08 04:47:22-08:00,WAV,WAV,audio/x-wav
23062,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190624_111000.WAV,GRABADOR-SDZG-AM-2,20190624_111000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,24.06.2019 11:10,60.00046875,,Recorded at 11:10:00 24/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.1V.,AudioMoth 248C7D075B2BF148,2019:12:08 06:26:59-08:00,WAV,WAV,audio/x-wav
24224,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190702_125000.WAV,GRABADOR-SDZG-AM-2,20190702_125000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,02.07.2019 12:50,60.00046875,,Recorded at 12:50:00 02/07/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 3.8V.,AudioMoth 248C7D075B2BF148,2019:12:08 08:07:26-08:00,WAV,WAV,audio/x-wav
24619,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190705_134000.WAV,GRABADOR-SDZG-AM-2,20190705_134000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,05.07.2019 13:40,60.00046875,,Recorded at 13:40:00 05/07/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 3.6V.,AudioMoth 248C7D075B2BF148,2019:12:08 08:34:05-08:00,WAV,WAV,audio/x-wav
23800,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190629_141000.WAV,GRABADOR-SDZG-AM-2,20190629_141000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,29.06.2019 14:10,60.00046875,,Recorded at 14:10:00 29/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.0V.,AudioMoth 248C7D075B2BF148,2019:12:08 07:30:46-08:00,WAV,WAV,audio/x-wav
21935,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190616_152000.WAV,GRABADOR-SDZG-AM-2,20190616_152000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,16.06.2019 15:20,60.00046875,,Recorded at 15:20:00 16/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.5V.,AudioMoth 248C7D075B2BF148,2019:12:08 04:49:47-08:00,WAV,WAV,audio/x-wav
23671,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190628_164000.WAV,GRABADOR-SDZG-AM-2,20190628_164000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,28.06.2019 16:40,60.00046875,,Recorded at 16:40:00 28/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.0V.,AudioMoth 248C7D075B2BF148,2019:12:08 07:19:38-08:00,WAV,WAV,audio/x-wav
21945,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190616_170000.WAV,GRABADOR-SDZG-AM-2,20190616_170000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,16.06.2019 17:00,60.00046875,,Recorded at 17:00:00 16/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.5V.,AudioMoth 248C7D075B2BF148,2019:12:08 04:50:39-08:00,WAV,WAV,audio/x-wav
23972,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190630_185000.WAV,GRABADOR-SDZG-AM-2,20190630_185000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,30.06.2019 18:50,60.00046875,,Recorded at 18:50:00 30/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 3.9V.,AudioMoth 248C7D075B2BF148,2019:12:08 07:45:38-08:00,WAV,WAV,audio/x-wav
21958,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190616_191000.WAV,GRABADOR-SDZG-AM-2,20190616_191000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,16.06.2019 19:10,60.00046875,,Recorded at 19:10:00 16/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.5V.,AudioMoth 248C7D075B2BF148,2019:12:08 04:51:46-08:00,WAV,WAV,audio/x-wav
24412,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190703_201000.WAV,GRABADOR-SDZG-AM-2,20190703_201000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,03.07.2019 20:10,60.00046875,,Recorded at 20:10:00 03/07/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 3.6V.,AudioMoth 248C7D075B2BF148,2019:12:08 08:23:41-08:00,WAV,WAV,audio/x-wav
22404,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190619_213000.WAV,GRABADOR-SDZG-AM-2,20190619_213000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,19.06.2019 21:30,60.00046875,,Recorded at 21:30:00 19/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.4V.,AudioMoth 248C7D075B2BF148,2019:12:08 05:30:09-08:00,WAV,WAV,audio/x-wav
21834,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190615_223000.WAV,GRABADOR-SDZG-AM-2,20190615_223000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,15.06.2019 22:30,60.00046875,,Recorded at 22:30:00 15/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.7V.,AudioMoth 248C7D075B2BF148,2019:12:08 04:41:05-08:00,WAV,WAV,audio/x-wav
23426,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190626_235000.WAV,GRABADOR-SDZG-AM-2,20190626_235000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,26.06.2019 23:50,60.00046875,,Recorded at 23:50:00 26/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.1V.,AudioMoth 248C7D075B2BF148,2019:12:08 06:58:26-08:00,WAV,WAV,audio/x-wav
54748,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190628_003000.WAV,GRABADOR-SDZG-AM-3,20190628_003000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,28.06.2019 00:30,60.00046875,,Recorded at 00:30:00 28/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.0V.,AudioMoth 24796C035B2BEE00,2019:12:19 20:49:43-08:00,WAV,WAV,audio/x-wav
53171,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190617_014000.WAV,GRABADOR-SDZG-AM-3,20190617_014000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,17.06.2019 01:40,60.00046875,,Recorded at 01:40:00 17/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.3V.,AudioMoth 24796C035B2BEE00,2019:12:19 20:00:10-08:00,WAV,WAV,audio/x-wav
55625,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190704_024000.WAV,GRABADOR-SDZG-AM-3,20190704_024000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,04.07.2019 02:40,60.00046875,,Recorded at 02:40:00 04/07/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 3.7V.,AudioMoth 24796C035B2BEE00,2019:12:19 21:17:22-08:00,WAV,WAV,audio/x-wav
55775,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190705_034000.WAV,GRABADOR-SDZG-AM-3,20190705_034000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,05.07.2019 03:40,60.00046875,,Recorded at 03:40:00 05/07/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 3.6V.,AudioMoth 24796C035B2BEE00,2019:12:19 21:22:05-08:00,WAV,WAV,audio/x-wav
55636,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190704_043000.WAV,GRABADOR-SDZG-AM-3,20190704_043000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,04.07.2019 04:30,60.00046875,,Recorded at 04:30:00 04/07/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 3.7V.,AudioMoth 24796C035B2BEE00,2019:12:19 21:17:42-08:00,WAV,WAV,audio/x-wav
54487,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190626_050000.WAV,GRABADOR-SDZG-AM-3,20190626_050000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,26.06.2019 05:00,60.00046875,,Recorded at 05:00:00 26/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.1V.,AudioMoth 24796C035B2BEE00,2019:12:19 20:41:32-08:00,WAV,WAV,audio/x-wav
55646,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190704_061000.WAV,GRABADOR-SDZG-AM-3,20190704_061000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,04.07.2019 06:10,60.00046875,,Recorded at 06:10:00 04/07/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 3.7V.,AudioMoth 24796C035B2BEE00,2019:12:19 21:18:01-08:00,WAV,WAV,audio/x-wav
55653,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190704_072000.WAV,GRABADOR-SDZG-AM-3,20190704_072000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,04.07.2019 07:20,60.00046875,,Recorded at 07:20:00 04/07/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 3.6V.,AudioMoth 24796C035B2BEE00,2019:12:19 21:18:15-08:00,WAV,WAV,audio/x-wav
54938,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190629_081000.WAV,GRABADOR-SDZG-AM-3,20190629_081000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,29.06.2019 08:10,60.00046875,,Recorded at 08:10:00 29/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.0V.,AudioMoth 24796C035B2BEE00,2019:12:19 20:55:40-08:00,WAV,WAV,audio/x-wav
53363,AM-3,24796C035B2BEE00,GRABADOR-SDZG-AM-3/20190618_094000.WAV,GRABADOR-SDZG-AM-3,20190618_094000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,18.06.2019 09:40,60.00046875,,Recorded at 09:40:00 18/06/2019 (UTC) by AudioMoth 24796C035B2BEE00 at gain setting 2 while battery state was 4.3V.,AudioMoth 24796C035B2BEE00,2019:12:19 20:06:12-08:00,WAV,WAV,audio/x-wav
